token_mint,launch_time,cohort_buyer_count,buyers_min0_1,buyers_min1_5,sniper_intensity_ratio,first_minute_share,size_diversity_ratio,manipulation_risk_score,mfe_multiple_15m,mfe_multiple_30m,median_realized_return_pct,wallets_that_exited,wallets_gt_25pct,buy_sol_0_35m,sell_sol_0_35m,sell_trade_count_5to35m,sell_unique_traders_5to35m,is_tradeable_30m,is_clean_tradeable_30m
CFd7ovKZ7exc8oKEcyTJndPr8ZzyRL1bmqTw2Gpxw2hH,2026-03-25 13:53:06.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,1.8988e-05,4.7472e-05,0,0,0,0
AkdtuaKVDpsZyeZ8LvcVf4G4L3nJ1Jmd7npmF5mpbonk,2026-03-25 13:52:23.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.003434791,0,0,0,0
J757VZk1CsmTV2oQxgcvqjN19MMwjz3eM1xibzjPR8cL,2026-03-25 13:51:16.000 UTC,269,68,287,0.23693379790940766,0.19154929577464788,0.33862433862433862,1,1.2027156845566578,1.3906240086617268,24.782910759738584,79,39,507.00168703900067,413.82444440500007,456,106,1,0
6L44XFFqEuRA67vfzmCooACN97eDk57Ab8ycwrZJbonk,2026-03-25 13:51:12.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.005332126,0,0,0,0
3Sz6vvbteTr7YZEgg5SX4pTxuNL8937hrYjfXrqtL8RL,2026-03-25 13:51:07.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.0009915,0,0,0,0,0
FRsWUe7PUjWgxitDxFhURsHZuemsZwXtqT5R6QvRbonk,2026-03-25 13:50:59.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.00556359,0,0,0,0
6HiuHnjhosEADEqXd8PpxXawYqHEUAWvEVdTp5hi9fcY,2026-03-25 13:50:54.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.0003,0,0,0,0,0
GBdjFpASX3dWH8oH87hcwG6ajoXvh8i6ib3N3wChpump,2026-03-25 13:50:23.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.00052844,0,0,0,0
4yRDxJhVCEwmAB5Vc4SdPhiTjAMLhHyS1ggiCgg3ppWX,2026-03-25 13:49:40.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,2.878e-06,7.197e-06,0,0,0,0
C2hup56qVaatobBK8n6uNmPR8G9JGG7rGfGewJ5Bi6rB,2026-03-25 13:49:29.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.0001052,0,0,0,0
GCyrf1GNKkVEcxZVzvNxnp3nTpiEe8Fns7KPY7LwWKm1,2026-03-25 13:49:17.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,2.9511e-05,0,0,0,0
AojnwQVP6PJ6jrLkMjPEakLEeMs8dsAtSE6yCqXfbonk,2026-03-25 13:48:59.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.00586222,0,0,0,0
BGmdACC8YTRffDDTSaGoNFjNqR9kA1ALkEqBKkZu218p,2026-03-25 13:48:18.000 UTC,1,0,1,0,0,1.00000000000000000,0,0,0,0,0,0,0.014349401,0.001880771,0,0,0,0
J2ZVwiQyx4SeqxAhbdqdHBdM9rr2k4yqcqnrN25V3WLb,2026-03-25 13:47:49.000 UTC,0,2,0,0,1,0.33333333333333333,2,0,0,0,0,0,0.0011351199999999999,0.002253141,1,1,0,0
3mWPufH7LYaDV1aoGwmxrq5U6T19EoRureyMRk1nGRDj,2026-03-25 13:46:57.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,4.137e-06,0,0,0,0
7qFga2pzsFMsKk6GxhMVHDzEifFMyEBtiFinMURX4xh4,2026-03-25 13:46:26.000 UTC,0,3,0,0,1,0.60000000000000000,2,0,0,0,0,0,0.23022796,0.22196827,9,3,0,0
A5LCTQ1vJECCQWSXJYs3rfCoexctbUgTCAEKDuNye8bZ,2026-03-25 13:46:10.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.637156629,0,0,0,0
46NbWLKRm2XE1XUxk1JV1FyCSybXJDhzPDURbkugsurg,2026-03-25 13:44:20.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.00999,0,0,0,0,0
6zsYjbUyUiiR5nsGG3L45g8aeu9nV5YvfCKwyRLibonk,2026-03-25 13:44:01.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.007331139,0,0,0,0
BmyWgqrAn4JsUpjH78pFyz1XJz5CdbiDr71ENjxqbonk,2026-03-25 13:43:08.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.016751277,0,0,0,0
DxmSHMYxbkK7NB6fXWm3YcDsM64QsrSQtyP2mUtgpyEy,2026-03-25 13:42:39.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000147032,0,0,0,0
951s9UpEAFPqtZGQk8ovr8o5fxzqmztKLQ1srh5g5YjB,2026-03-25 13:41:00.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000256824,0,0,0,0
4ajKysbBNoudiVCmGFMqoh7Q7ZN85c9QNopxugq3X6J4,2026-03-25 13:40:07.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,2.8e-08,0,0,0,0
5z8gn17wFkMDyKTeE3bC4oj3JvTDH2QgYLietn1Hp3iu,2026-03-25 13:39:45.000 UTC,0,2,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.0025,0.010421978,0,0,0,0
4cGXR7fuAuWT9xsmXsQx4AAvPfWnfBA4gukZS3QVkRWk,2026-03-25 13:38:47.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,1.3123e-05,0,0,0,0
EcQJRkfG2E97z41hZK6qqTSMg1cUGEKdEfU5ViZGaWVZ,2026-03-25 13:38:31.000 UTC,0,2,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.000854368,0.001636422,0,0,0,0
7gbTum3VLsfPBxNdub88A6wxcV39RuzZ9gyVVe2MYSAY,2026-03-25 13:38:24.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.387982179,0,0,0,0
6DRojRshF2rCDM5gfS6GWCybZ8nHyvm4nJoYXhP4pump,2026-03-25 13:38:16.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.005938995,0,0,0,0
Dgx8P7twEFz8kRoqK7nbLVw77g4MGfpsvwk3nXYLkgdo,2026-03-25 13:38:12.000 UTC,4,9,4,2.25,0.6923076923076923,0.47619047619047619,3,1.09561868895,1.0681588874696195,-12.86782999999999,2,0,0.33851786400000006,0.32771628299999994,18,4,0,0
FS4xcBxLJbrrdXE1R6zHvKw8no4zrQn2rRFuczvepump,2026-03-25 13:37:52.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.006216296,0,0,0,0
EwwHF6zm5FaPCVfX8ioRXB2ZWrXqnoa7vHDP2eqWWsoK,2026-03-25 13:37:08.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,1.5642e-05,3.9105e-05,0,0,0,0
DvLSF6zRTzC2xDnhSgpsiCxscE4BGMfH4p3YsF5Tpump,2026-03-25 13:36:58.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.008622656,0,0,0,0
PjMXSXasfJiERynu96jtWprnLYVWgqNF3Hn8KZH2saB,2026-03-25 13:36:56.000 UTC,13,9,13,0.6923076923076923,0.4090909090909091,0.92682926829268293,1,1.2461567661277735,1.2461567661277735,0,0,0,129.699901578,79.690319252,20,16,1,0
77auNYXDLchBtpyiS43Q6nRXtiy9xkKSATTbGtREmQTZ,2026-03-25 13:35:57.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000123637,0,0,0,0
5VcdMLn9kN6Jypj2ewchnnPGbiEfq347DvfnstYpjvJu,2026-03-25 13:35:48.000 UTC,3,9,3,3,0.75,0.33333333333333333,3,0,0,0,0,0,0.08917,0.073388707,0,0,0,0
BaKzVf2zj72tGrA5ZUr79SBWepaFJy1KmF6keNN66E9w,2026-03-25 13:34:31.000 UTC,0,2,0,0,1,0.66666666666666667,2,0,0,0,0,0,0.003995,0.003994573,2,1,0,0
FpA4A3XdSyPLk6GvPuNwKe86XMCVAXZs7gNbSRZu1VgE,2026-03-25 13:34:06.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,1.0515e-05,0,0,0,0
5UFgXefxvgJvCUbucr8ncC9eXtzeewivMkaZ3ax2VkTT,2026-03-25 13:33:30.000 UTC,0,2,0,0,1,0.33333333333333333,2,0,0,0,0,0,8e-05,1e-09,0,0,0,0
CcTzECzuCYGzjYqSGTSqtTwRhn8TXxY8dxMJxoXTBey8,2026-03-25 13:32:38.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.000394901,0.000987254,0,0,0,0
EFCDJ8u8Yxpom5WFpcezhmXFfZGN4DirRiwKmrXBxtEL,2026-03-25 13:31:34.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.00025262,0.000631552,0,0,0,0
Grx3ZixjAqKQsSjsZYs4p15LsMabLVFN39xu2rLQBuv9,2026-03-25 13:31:14.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000215748,0,0,0,0
Ep5tnKTSkLDeQ12ctS3RhQNcbcApkcyJcGPgHh4dpump,2026-03-25 13:29:29.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.1686075,0,0,0,0,0
FPnzzoi4Vd7L6ZLVapJ5JCYhfrcMSW5x4m76Uzgvn5Sj,2026-03-25 13:27:46.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000104632,0.000261581,0,0,0,0
9qNVgvbBZKDzF5zrgHH6dAkbHb6xSp1i3Vh5UNLyECuC,2026-03-25 13:26:47.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000154024,0,0,0,0
D9dXtqi2UoadZuwTTGqfziSAEgw9QRWPMoU8TGXEcray,2026-03-25 13:26:02.000 UTC,0,8,0,0,1,0.56250000000000000,3,0,0,0,0,0,0.128118487,0.757587374,0,0,0,0
84fUQDqB4xH2rr5KoRFVjvgYWxuN2iWch9TmgVLBdPnB,2026-03-25 13:25:18.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,9.1176e-05,0,0,0,0
DBgNpHTUb8MFo3mAnh7QnAWkAQWTA1e88GUFHD6Epump,2026-03-25 13:25:12.000 UTC,2,1,2,0.5,0.3333333333333333,0.66666666666666667,0,0.8741404873973893,0.8855056042852365,0,0,0,0.7799999999999999,0.686076175,1,1,0,0
41fZewbrb8x24yE9KeMJExoVXCDggebPMEwRVvX8pump,2026-03-25 13:23:50.000 UTC,0,2,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.6,0,0,0,0,0
J83HjF4asCwsxFaF56pKf4HwT7g73KFN4YASaeYCXAPB,2026-03-25 13:23:32.000 UTC,2,10,3,3.3333333333333335,0.7692307692307693,0.47058823529411765,3,0.9261898294265379,0.9261898294265379,-13.654615384615399,2,0,0.16088000000000002,0.15976896899999998,4,4,0,0
6nuEq5FZ2E9Ey5cJXkVkEt5wrGzUHbYP8Kbj8MQKSngd,2026-03-25 13:23:13.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,6.105e-05,0,0,0,0
C1Bz6RfPyfxyscnbju64Dp6CrGUdQVLGYXfjg4xBzGz5,2026-03-25 13:22:37.000 UTC,0,2,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000576916,0.00063764,0,0,0,0
rPYC1wQ9C4aHLpbtst3gkWG689yoekUXC8z2McMm3AR,2026-03-25 13:22:16.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000436445,0,0,0,0
8tYAKms65MCmt4MTKaUxSggkoWckszacXsoT1jXcxgea,2026-03-25 13:21:50.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000107844,0.000269611,0,0,0,0
2fVAiNdBLvZQ3aKmYEE7mG9HrjBJ2RCJhHKzAuS8zKtJ,2026-03-25 13:21:18.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.023529985,0,0,0,0
7NrAFH4Rs21wLuPGukAEGLnHC5zFze3Lpb7sPuUV1kN5,2026-03-25 13:19:09.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,1.1781e-05,0,0,0,0
4xm4RpF7bx6cmottFKU9hUUWT8mzuTJc7rVVnBRkV8MP,2026-03-25 13:18:19.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000328525,0,0,0,0
fiYsJnMggjZ4zSyHLcFk4LdJB6xaWcQrTYxQ1btpump,2026-03-25 13:18:11.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.135132779,0,0,0,0
CVwmuYJTCogRWk5PjbeTKqoxTP3Enmv2hrhP4rbs2CVX,2026-03-25 13:17:58.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,6.7325e-05,0.000168313,0,0,0,0
8br54HZzARPtsAJnRP9KfdZ6pjxG5s2Ebv9AinmXn6DM,2026-03-25 13:17:03.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.000281837,0.000704594,0,0,0,0
FGr6Wc3iNFNRJWLjVs2G8ZwofJo3zoxEN6wBR3JCHmtC,2026-03-25 13:16:37.000 UTC,0,3,1,3,0.75,0.83333333333333333,2,0,0,0,0,0,0.6,0.470172982,0,0,0,0
2XmRkS4yv2v2XwFnokjDfKogR1qb3f9mtYXy1tBXpXm5,2026-03-25 13:16:35.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,3.3279e-05,0,0,0,0
FZYQ7SRjUFTueY5jA83pcp1Fhe3544faTgx4w8dDyEJa,2026-03-25 13:16:15.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000226465,0,0,0,0
4hfjWdXLaLDX4piqi5GVWuu3AAEtwSLAgrn3qxBknsFb,2026-03-25 13:15:48.000 UTC,0,2,0,0,1,0.37500000000000000,2,0,0,0,0,0,0.001953914,0.003964701,0,0,0,0
6E3ejPtQhJcugiV8NavQTLZJFheoUmAUtUVvpNsS5Qr6,2026-03-25 13:15:23.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.018987353,0,0,0,0
88xscdiJmwHaTMohwoTkaJm5d8Q4xCGpCDAa6SuD7963,2026-03-25 13:15:08.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.000301082,0.000752705,0,0,0,0
G8ryNPGyYdXaGgymwvbEcQgY8WjKVjsSBhnDKtGvpShN,2026-03-25 13:14:50.000 UTC,0,2,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000797034,0.0015427519999999999,0,0,0,0
BgDanB6vUeVLAjh14ZrF376UnUV8zy8YU1yVr6eSvAg4,2026-03-25 13:12:37.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000416618,0,0,0,0
8AaC6pqnR7dwo2xkx2fH3EmsofwE3ZVJ5jvcritZoaTT,2026-03-25 13:12:22.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.00034719,0.000867976,0,0,0,0
GKVrQuPEsYGBLBd44E4bXLX5tJCThYc1BSdJULDxdF5Q,2026-03-25 13:12:04.000 UTC,0,3,0,0,1,0.40000000000000000,2,0,0,0,0,0,0.0012330919999999999,0.001703045,0,0,0,0
5jFJCvNgg8ytGWBygoquaUC6bMZyr7C5jmGHECBzrxR5,2026-03-25 13:11:06.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.221869582,0,0,0,0
6nVEHWTHpQJqA2Huaiwmq5ALFZChvXYnWHT47y3St33G,2026-03-25 13:11:00.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,2.0125e-05,5.0313e-05,0,0,0,0
BULLtuW4whQoXcJoPhuevbSkwVfVtmvvwrDib6F5wVj4,2026-03-25 13:10:53.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.004995,0,0,0,0,0
4JH6JvUfJDD8LSTXXLziiGpYNjTrEcQU8dEmZUMLTd8B,2026-03-25 13:10:42.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,5.509e-06,0,0,0,0
APkmYWGfvC9N3ENCMPQbNUxJhwHdeqRukMF3e5D3Q7zT,2026-03-25 13:10:18.000 UTC,0,1,0,0,1,0.66666666666666667,2,0,0,0,0,0,0.00015,0.0012507500000000001,0,0,0,0
64vwSeNncuqwzuBWJHU7cPQWYE5ui8Jxbt2Hvvy5cr8j,2026-03-25 13:09:11.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.000258529,0.000646323,0,0,0,0
Eesm17CeU45Vz3W99dX3WLKQVzptutTpuDT98j5efFzZ,2026-03-25 13:08:55.000 UTC,0,2,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000553816,0.0005977,0,0,0,0
91BJUNi4o695wjiZCr3vrnjLqam1DfyrNuxm9vUuU1HE,2026-03-25 13:08:12.000 UTC,0,1,0,0,1,0.60000000000000000,2,0,0,0,0,0,0.000993609,0.002907679,0,0,0,0
D5FAPYN3gxzgABCsigqtd589WDK79cQXNQa8aD2gwKRm,2026-03-25 13:07:29.000 UTC,0,2,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.0006281710000000001,0.00075826,0,0,0,0
5Xu5HBWWHqZ2ViGWGxB5bcfzpTir2mcENQB4DbsuvEJs,2026-03-25 13:07:07.000 UTC,0,7,0,0,1,0.33333333333333333,3,0,0,0,0,0,0.20215223000000002,0.093645862,0,0,0,0
AsscNSX9mQyGQRV2imNFJwjf1RxRNjuoQkeVknpspump,2026-03-25 13:06:28.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.113295076,0.088830475,0,0,0,0
BTe9p4LQLuMmtXjBsSVQpfHjLHdpjtKNdUox4n6WWo2w,2026-03-25 13:06:19.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,7.899e-06,0,0,0,0
5nRxuigsUGf3mzUiyh8DfuWgugfAmkvSqYUvJ2nirbq3,2026-03-25 13:06:06.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.00033703,0.000842576,0,0,0,0
AtUpNee6xZFkT35UXa39quGFrb4888r3BiGHynHgxSUM,2026-03-25 13:05:21.000 UTC,18,18,19,0.9473684210526315,0.4864864864864865,0.55737704918032787,2,2.0812535083183414,2.0812535083183414,-8.626588000000002,5,0,7.417301574999999,14.402014490000001,11,10,0,0
3fUWvquvnDFNzcZx7k2E2DCLDu1bbcYeThCac3JpgBE7,2026-03-25 13:05:18.000 UTC,0,1,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000149169,0.000372923,0,0,0,0
GD9atyo81JYLykeUvoCPUArCVA7K1kEZtUihiGRKhPz3,2026-03-25 13:04:59.000 UTC,0,2,0,0,1,0.50000000000000000,2,0,0,0,0,0,0.000520954,0.000519115,0,0,0,0
8rmZUcQsQKWBZ2WDPoTwkkiFsuhABXQX7o4xysf7Cgyp,2026-03-25 13:04:48.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.319430636,0,0,0,0,0
D5QaenVxXnKcCF9o8uCCgV2yGS9VPfCMrHTgEBWupump,2026-03-25 13:04:36.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000518154,0,0,0,0
EbYAU5StfP5Hss4dqdVMx3jcodo5GySZkmTdWAyKZZGn,2026-03-25 13:04:17.000 UTC,1,2,1,2,0.6666666666666666,0.14285714285714286,3,0,0,0,0,0,0.002671433,0.004214951,0,0,0,0
AbBEjBdz31yCb9gTFfWgEi7uprCzjTEKL58xqHVbbjhu,2026-03-25 13:03:47.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000383596,0,0,0,0
4Fv3kLWukoUUuZcmf9LPUY7ipHvTWhMRcGzLwmSCHpjx,2026-03-25 13:03:44.000 UTC,0,2,0,0,1,0.20000000000000000,2,0,0,0,0,0,0.00042058899999999997,0.000676474,0,0,0,0
GVwpWU5PtJFHS1mH35sHmsRN1XWUwRV3Qo94h5Lepump,2026-03-25 13:03:28.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.043847739,0,0,0,0
7qBKePC5SqZKDRNsbNhqD6Y6S8JW2CM3KoRv3ztDpump,2026-03-25 13:03:25.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.076105084,0,0,0,0
GVn4jcsm7vQcHjjSfKnfAr1EotvoFZj7LEa1KA8s5Jkh,2026-03-25 13:02:45.000 UTC,0,1,0,0,1,0.66666666666666667,2,0,0,0,0,0,0.000361848,0.001108023,0,0,0,0
22HLEDLUpad28YWoJEsZigHdy5R49cup8cEdoEmQiPPE,2026-03-25 13:01:41.000 UTC,0,6,0,0,1,0.37500000000000000,3,0,0,0,0,0,0.07031,0.069581117,1,1,0,0
H4RLHiehZo8cwd7KntPFApsvunmBagaWjcdHZx8YFhdp,2026-03-25 13:01:19.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.473667259,0,0,0,0
HxSKUyQWwT3w8aRExvEnwoUwMXqPyj42irSDGksn7XQP,2026-03-25 13:01:00.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.002981869,0,0,0,0
BNeaFbk7DRjMr1UhGuchRGMKvk2Z5bU9W8sNpn7Wvr9Y,2026-03-25 13:00:49.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.001028808,0,0,0,0
pgwp4S4Z7drt7wtatTQF3siqq396ff6NLYzwjf1bonk,2026-03-25 12:59:53.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,4.9115e-05,0,0,0,0
3sSF43V2aCQk9Jt3RiuYhPFio5W5G8G5iQDEQ441bonk,2026-03-25 12:59:12.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000154097,0,0,0,0
DTUriTZFEC6tYTeb8Hk7QFaSuQ1LeRebcbiHutCohDaS,2026-03-25 12:59:06.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.003966,0,0,0,0,0
7QFAwVEHadRyEMuhgwHkJffvUhBdHFiW1EKnUVRDwo3H,2026-03-25 12:56:31.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.0019838,0,0,0,0,0
yUTy3CjLf4HFtFkXeap21JJWuu3ijiS7UbcgR2kSVm6,2026-03-25 12:56:07.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000655307,0,0,0,0
9QLB5zQTotPTWmVzAgh5s2x1LNx2a8kF96C15HQPMrSG,2026-03-25 12:55:45.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.000444109,0.001110274,0,0,0,0
HMYLiR6kJ6piFzQeiNTvWBpGrjARoexNWRGTdWrCWRJ4,2026-03-25 12:50:27.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.003012555,0,0,0,0
EHRWj8ir3BUigXE43woFCZYsF1MGR8fgBsvrf6pK9QRh,2026-03-25 12:50:00.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0.003044028,0.0007286020000000001,1,1,0,0
5vPhx1NAKKFLDa8KQdBTQTuc9toVwFUCtPNemwvogoWP,2026-03-25 12:49:32.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000297437,0,0,0,0
BU7zw2GvabhqGnrqMMH1m2KabafehanDmtnrCSZipump,2026-03-25 12:49:29.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.001251554,0,0,0,0,0
9EUmfTXrqCwgMe8QBeBoxazvEvBck6K19hPuDiHEeTHX,2026-03-25 12:49:14.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.001333124,0,0,0,0,0
FUCKuTfQVT9yCe3jPXdejBPhcPJpnceQy17uvcT9cLx8,2026-03-25 12:49:14.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.001355385,0,0,0,0
3fnmqGsWkbnCqZ2ujWAZ57M6FExQVnycCtWPfWCjBALL,2026-03-25 12:49:08.000 UTC,4,13,5,2.6,0.7222222222222222,0.72727272727272727,3,1.008947846882926,1.008947846882926,0,1,0,16.847134503,3.0812053220000006,16,9,0,0
5PLzFNBfLBp1EogREzjPcozmD7398WAawksqRFhgpump,2026-03-25 12:48:56.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000335435,0,0,0,0
CjgP1MitVVNQcXJiFernNjCD6WdHbQCgoTo2qYbvpump,2026-03-25 12:48:53.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.001231158,0,0,0,0,0
9z2rzZgp8xDYyxfZe5jUsADHv5exZkVSaXAhgd9S6h51,2026-03-25 12:48:49.000 UTC,0,1,0,0,1,1.00000000000000000,2,0,0,0,0,0,0.041677779,0.040003264999999996,14,2,0,0
EhJJbVtcZqRgi7mUAnpeDiRP9CExRaQ78vcRFN6jxrct,2026-03-25 12:48:42.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000889074,0,0,0,0
77GjN2S4wwYsL3XCqQSFFcduh8jGPWtV8zUroMnFbonk,2026-03-25 12:48:35.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000326831,0,0,0,0
CZVXratenctekPzkiPGLVaWqFGyLtwD87KvpHd4Frssw,2026-03-25 12:46:47.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000769948,1,1,0,0
QwEnWQngayYkgMM7hDg9593mWtoQw3bbNukrfY8eMGF,2026-03-25 12:46:47.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.001377778,0,0,0,0
3PPnF2QxVTm6TkxUT597ky549S2jt13YpqzW6U1D7kv3,2026-03-25 12:46:42.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.00043889,0,0,0,0
4bHdM5dLXuWtqk4BGvex4hm3ot65gGwS6KzZTKYw3t7J,2026-03-25 12:46:30.000 UTC,0,0,0,0,0,0.50000000000000000,0,0,0,0,0,0,0,0.001368862,0,0,0,0
BBNoEMLo2eCYzEfQNtr8YX9cGoFdKUP8A1KHxYRnpump,2026-03-25 12:46:10.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.001362953,0,0,0,0
C6ac7cA2rN4KCYvWCG7B4KsWUtbRuxkLBzyvVsAggPYK,2026-03-25 12:46:00.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.000565865,0,0,0,0
FuvFLtx68uGjhr4GWET8JTskC7s3R7MM4Feg8toyzFvf,2026-03-25 12:45:59.000 UTC,0,0,0,0,0,1.00000000000000000,0,0,0,0,0,0,0,0.006744040000000001,0,0,0,0
